"","Age.of.plant","species_code","pred_SD_mm","pred_SD_up","pred_SD_low","treatdate","pred_surv","pred_surv_low","pred_surv_high","species_code","Bite.probability","max_bite_diam_duiker_mm","duiker_sd","max_bite_diameter_kudu_mm","kudu_sd","mean_bite_diam_duiker_mm","duiker_mean_sd","mean_bite_diameter_kudu_mm","kudu_mean_sd","test","medianBiteTip","q95BiteTip","maxBiteTip","genus","rainclass"
"6.139",149,"sencaf",2.61820677909836,2.9329731695585,2.33722108652923,149,0.999999957539484,0.99989658267881,1.00010333240016,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.140",150,"sencaf",2.66576803162372,2.99281141013021,2.37446274575577,150,0.999999975019001,0.999937255394166,1.00006269464384,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.141",151,"sencaf",2.71419326202884,3.05402847589067,2.41217301076223,151,0.999999985302808,0.999961966978059,1.00003800362756,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.142",152,"sencaf",2.7634981649756,3.1166499362656,2.45036249306015,152,0.999999991353131,0.999976965981585,1.00002301672468,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.143",153,"sencaf",2.81369872022856,3.18070204522074,2.48904184537235,153,0.999999994912746,0.999986061238766,1.00001392858673,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.144",154,"sencaf",2.864811197834,3.24621176362493,2.52822175410715,154,0.999999997006991,0.999991571628721,1.00000842238526,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.145",155,"sencaf",2.91685216339311,3.31320677929087,2.56791293446285,155,0.999999998239109,0.999994907324408,1.00000508915381,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.146",156,"sencaf",2.96983848343085,3.38171552510736,2.60812612775489,156,0.999999998964006,0.999996924981652,1.00000307294636,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.147",157,"sencaf",3.02378733086246,3.45176719563586,2.64887210059948,157,0.999999999390489,0.999998144487105,1.00000185429387,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.148",158,"sencaf",3.0787161905592,3.52339176250223,2.69016164562977,158,0.999999999641403,0.999998881054583,1.00000111822822,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.149",159,"sencaf",3.1346428650152,3.59661998887341,2.73200558346131,159,0.999999999789025,0.999999325634164,1.00000067394389,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.150",160,"sencaf",3.19158548011726,3.67148344327097,2.77441476566222,160,0.999999999875876,0.999999593803567,1.00000040594819,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.151",161,"sencaf",3.24956249101952,3.74801451293748,2.81740007851915,161,0.999999999926974,0.999999755464538,1.00000024438941,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.152",162,"sencaf",3.30859268812471,3.82624641694007,2.8609724474219,162,0.999999999957036,0.99999985286251,1.00000014705156,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.153",163,"sencaf",3.36869520317421,3.90621321916719,2.9051428417183,163,0.999999999974723,0.999999911510764,1.00000008843868,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.154",164,"sencaf",3.42988951544864,3.98794984134945,2.94992227991606,164,0.999999999985129,0.999999946807259,1.000000053163,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.155",165,"sencaf",3.49219545808107,4.07149207621399,2.99532183512987,165,0.999999999991251,0.999999968039191,1.00000003194331,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.156",166,"sencaf",3.55563322448503,4.15687660086315,3.04135264069102,166,0.999999999994852,0.999999980804708,1.000000019185,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.157",167,"sencaf",3.62022337489918,4.24414099045242,3.08802589585257,167,0.999999999996972,0.999999988476329,1.00000001151761,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.158",168,"sencaf",3.68598684305089,4.33332373222931,3.13535287153691,168,0.999999999998218,0.999999993084663,1.00000000691177,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.159",169,"sencaf",3.75294494294087,4.42446423998356,3.18334491608363,169,0.999999999998952,0.999999995851712,1.00000000414619,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.160",170,"sencaf",3.82111937575113,4.51760286894956,3.23201346096536,170,0.999999999999383,0.999999997512496,1.00000000248627,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.161",171,"sencaf",3.89053223687826,4.61278093119469,3.28137002644709,171,0.999999999999637,0.999999998508909,1.00000000149037,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.162",172,"sencaf",3.96120602309462,4.71004071152026,3.33142622717087,172,0.999999999999787,0.999999999106497,1.00000000089308,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.163",173,"sencaf",4.03316363983957,4.80942548389724,3.3821937776532,173,0.999999999999874,0.999999999464766,1.00000000053498,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.164",174,"sencaf",4.10642840864312,4.91097952845451,3.43368449768676,174,1,0.999999999999037,1.00000000000096,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.165",175,"sencaf",4.18102407468447,5.01474814903399,3.48591031764148,175,1,0.99999999999902,1.00000000000098,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.166",176,"sencaf",4.25697481448783,5.12077769132491,3.53888328366291,176,1,0.999999999999003,1.000000000001,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.167",177,"sencaf",4.33430524375808,5.22911556158681,3.59261556276795,177,1,0.999999999998986,1.00000000000101,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.168",178,"sencaf",4.41304042535874,5.33981024597001,3.64711944783962,178,1,0.999999999998969,1.00000000000103,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.169",179,"sencaf",4.49320587743484,5.45291133044072,3.70240736252414,179,1,0.999999999998952,1.00000000000105,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.170",180,"sencaf",4.5748275816834,5.5684695213174,3.75849186603426,180,1,0.999999999998936,1.00000000000106,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.171",181,"sencaf",4.6579319917741,5.68653666642451,3.81538565786378,181,1,0.999999999998919,1.00000000000108,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.172",182,"sencaf",4.74254604192297,5.80716577686935,3.87310158241849,182,1,0.999999999998902,1.0000000000011,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.173",183,"sencaf",4.82869715562176,5.93041104944766,3.93165263356936,183,1,0.999999999998885,1.00000000000111,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.174",184,"sencaf",4.91641325452596,6.05632788968382,3.99105195913368,184,1,0.999999999998868,1.00000000000113,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.175",185,"sencaf",5.00572276750418,6.18497293551137,4.05131286529034,185,1,0.999999999998851,1.00000000000115,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.176",186,"sencaf",5.09665463985203,6.31640408160004,4.11244882093501,186,1,0.999999999998834,1.00000000000117,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.177",187,"sencaf",5.18923834267325,6.45068050433569,4.17447346198142,187,1,0.999999999998817,1.00000000000118,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.178",188,"sencaf",5.28350388243142,6.58786268745996,4.23740059561427,188,1,0.9999999999988,1.0000000000012,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.179",189,"sencaf",5.37948181067496,6.72801244837678,4.30124420449974,189,1,0.999999999998783,1.00000000000122,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.180",190,"sencaf",5.47720323393902,6.87119296513343,4.36601845095898,190,1,0.999999999998767,1.00000000000123,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.181",191,"sencaf",5.57669982382709,7.01746880408428,4.43173768110984,191,1,0.99999999999875,1.00000000000125,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.182",192,"sencaf",5.67800382727579,7.16690594824564,4.49841642898221,192,1,0.999999999998733,1.00000000000127,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.183",193,"sencaf",5.78114807700615,7.31957182635109,4.5660694206116,193,1,0.999999999998716,1.00000000000128,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.184",194,"sencaf",5.88616600216472,7.47553534261658,4.63471157811593,194,1,0.999999999998699,1.0000000000013,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.185",195,"sencaf",5.99309163915799,7.63486690722555,4.70435802375989,195,1,0.999999999998682,1.00000000000132,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.186",196,"sencaf",6.10195964268359,7.79763846754476,4.7750240840113,196,1,0.999999999998665,1.00000000000133,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.187",197,"sencaf",6.21280529696197,7.96392354008178,4.84672529359346,197,1,0.999999999998648,1.00000000000135,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.188",198,"sencaf",6.325664527172,8.13379724319587,4.91947739953746,198,1,0.999999999998631,1.00000000000137,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.189",199,"sencaf",6.44057391109437,8.30733633057443,4.99329636523831,199,1,0.999999999998615,1.00000000000139,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.190",200,"sencaf",6.55757069096648,8.48461922548769,5.0681983745182,200,1,0.999999999998598,1.0000000000014,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.191",201,"sencaf",6.67669278555268,8.6657260558347,5.14419983570059,201,1,0.999999999998581,1.00000000000142,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.192",202,"sencaf",6.79797880243378,8.8507386899944,5.22131738569815,202,1,0.999999999998564,1.00000000000144,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.193",203,"sencaf",6.92146805051982,9.03974077349609,5.29956789411771,203,1,0.999999999998547,1.00000000000145,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.194",204,"sencaf",7.04720055279008,9.23281776652363,5.37896846738524,204,1,0.99999999999853,1.00000000000147,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.195",205,"sencaf",7.17521705926463,9.43005698226903,5.45953645289365,205,1,0.999999999998513,1.00000000000149,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.196",206,"sencaf",7.30555906021136,9.63154762615069,5.54128944317606,206,1,0.999999999998496,1.0000000000015,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.197",207,"sencaf",7.43826879959311,9.8373808359129,5.62424528010721,207,1,0.999999999998479,1.00000000000152,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.198",208,"sencaf",7.57338928875891,10.047649722623,5.70842205913551,208,1,0.999999999998462,1.00000000000154,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.199",209,"sencaf",7.71096432038402,10.2624494125838,5.79383813354803,209,1,0.999999999998446,1.00000000000155,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.200",210,"sencaf",7.85103848266319,10.481877090178,5.88051211877085,210,1,0.999999999998429,1.00000000000157,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.201",211,"sencaf",7.99365717376172,10.706032041665,5.96846289670685,211,1,0.999999999998412,1.00000000000159,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.202",212,"sencaf",8.13886661652903,10.9350156999458,6.05770962011323,212,1,0.999999999998395,1.0000000000016,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.203",213,"sencaf",8.28671387347957,11.168931690318,6.14827171702076,213,1,0.999999999998378,1.00000000000162,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.204",214,"sencaf",8.43724686204578,11.4078858772392,6.24016889519667,214,1,0.999999999998361,1.00000000000164,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.205",215,"sencaf",8.59051437010822,11.6519864121196,6.33342114665334,215,1,0.999999999998344,1.00000000000166,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.206",216,"sencaf",8.74656607180773,11.9013437821644,6.42804875220444,216,1,0.999999999998327,1.00000000000167,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.207",217,"sencaf",8.90545254364487,12.1560708602873,6.52407228607059,217,1,0.99999999999831,1.00000000000169,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.208",218,"sencaf",9.06722528087184,12.4162829561177,6.62151262053616,218,1,0.999999999998294,1.00000000000171,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.209",219,"sencaf",9.23193671418209,12.682097868123,6.72039093065896,219,1,0.999999999998277,1.00000000000172,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.210",220,"sencaf",9.39964022670321,12.95363593687,6.82072869903476,220,1,0.99999999999826,1.00000000000174,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.211",221,"sencaf",9.57039017129839,13.231020099448,6.92254772061803,221,1,0.999999999998243,1.00000000000176,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.212",222,"sencaf",9.74424188818233,13.5143759450788,7.0258701076007,222,1,0.999999999998226,1.00000000000177,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.213",223,"sencaf",9.9212517228569,13.8038317719373,7.13071829435059,223,1,0.999999999998209,1.00000000000179,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.214",224,"sencaf",10.1014770443729,14.0995186452084,7.23711504241109,224,1,0.999999999998192,1.00000000000181,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.215",225,"sencaf",10.2849762639235,14.4015704564068,7.34508344556353,225,1,0.999999999998175,1.00000000000182,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.216",226,"sencaf",10.4718088537751,14.7101239839843,7.45464693495405,226,1,0.999999999998158,1.00000000000184,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.217",227,"sencaf",10.6620353665424,15.0253189552539,7.56582928428629,227,1,0.999999999998141,1.00000000000186,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.218",228,"sencaf",10.855717454814,15.3472981096573,7.6786546150816,228,1,0.999999999998125,1.00000000000187,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.219",229,"sencaf",11.0529178911333,15.6762072634035,7.79314740200819,229,1,0.999999999998108,1.00000000000189,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.220",230,"sencaf",11.2537005883438,16.0121953755091,7.90933247828072,230,1,0.999999999998091,1.00000000000191,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.221",231,"sencaf",11.4581306203031,16.355414615269,8.02723504113191,231,1,0.999999999998074,1.00000000000193,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.222",232,"sencaf",11.6662742429732,16.7060204311871,8.14688065735762,232,1,0.999999999998057,1.00000000000194,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.223",233,"sencaf",11.8781989158943,17.0641716214002,8.26829526893695,233,1,0.99999999999804,1.00000000000196,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.224",234,"sencaf",12.0939733240485,17.4300304056244,8.39150519872871,234,1,0.999999999998023,1.00000000000198,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.225",235,"sencaf",12.3136674001207,17.8037624986577,8.51653715624595,235,1,0.999999999998006,1.00000000000199,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.226",236,"sencaf",12.5373523471638,18.185537185472,8.64341824350983,236,1,0.999999999997989,1.00000000000201,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.227",237,"sencaf",12.7651006616756,18.5755273979275,8.7721759609846,237,1,0.999999999997973,1.00000000000203,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.228",238,"sencaf",12.996986157095,18.9739097931456,8.90283821359489,238,1,0.999999999997956,1.00000000000204,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.229",239,"sencaf",13.2330839877251,19.3808648335732,9.03543331682696,239,1,0.999999999997939,1.00000000000206,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.230",240,"sencaf",13.4734706730909,19.7965768687778,9.16999000291548,240,1,0.999999999997922,1.00000000000208,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.231",241,"sencaf",13.7182241227388,20.2212342190071,9.30653742711722,241,1,0.999999999997905,1.00000000000209,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.232",242,"sencaf",13.9674236614879,20.6550292605539,9.44510517407329,242,1,0.999999999997888,1.00000000000211,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.233",243,"sencaf",14.2211500551387,21.0981585129618,9.58572326426138,243,1,0.999999999997871,1.00000000000213,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.234",244,"sencaf",14.4794855366497,21.5508227281142,9.72842216053962,244,1,0.999999999997854,1.00000000000215,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.235",245,"sencaf",14.7425138327887,22.0132269812442,9.87323277478342,245,1,0.999999999997837,1.00000000000216,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.236",246,"sencaf",15.0103201912695,22.4855807639086,10.0201864746173,246,1,0.999999999997821,1.00000000000218,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.237",247,"sencaf",15.2829914083799,22.9680980789669,10.1693150902427,247,1,0.999999999997804,1.0000000000022,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.238",248,"sencaf",15.5606158571132,23.460997537609,10.320650921364,248,1,0.999999999997787,1.00000000000221,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.239",249,"sencaf",15.8432835158094,23.9645024584745,10.4742267442133,249,1,0.99999999999777,1.00000000000223,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.240",250,"sencaf",16.1310859973177,24.4788409689098,10.6300758186775,250,1,0.999999999997753,1.00000000000225,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.241",251,"sencaf",16.424116578688,25.0042461084081,10.7882318955269,251,1,0.999999999997736,1.00000000000226,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.242",252,"sencaf",16.7224702314021,25.5409559342791,10.9487292237492,252,1,0.999999999997719,1.00000000000228,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.243",253,"sencaf",17.0262436521545,26.0892136295963,11.1116025579885,253,1,0.999999999997702,1.0000000000023,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.244",254,"sencaf",17.335535294191,26.6492676134716,11.2768871660932,254,1,0.999999999997685,1.00000000000231,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
"6.245",255,"sencaf",17.6504453992184,27.2213716537056,11.4446188367727,255,1,0.999999999997668,1.00000000000233,"sencaf",0.28571429,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ca",1.06,1.76,1.92,"Senegalia","high"
